Date,P/E,P/B,Div Yield %,,Investment
24-Jul-02,14.93,2.5,2.14,,
25-Jul-02,14.9,2.5,2.15,,
26-Jul-02,14.48,2.43,2.21,,
29-Jul-02,14.45,2.42,2.21,,
30-Jul-02,14.29,2.4,2.24,,
31-Jul-02,14.26,2.39,2.24,,
1-Aug-02,14.24,2.39,2.25,,
2-Aug-02,14.2,2.38,2.25,,
5-Aug-02,14.33,2.4,2.23,,
6-Aug-02,14.38,2.41,2.22,,
7-Aug-02,14.41,2.42,2.22,,
8-Aug-02,14.19,2.88,2.17,,
9-Aug-02,14.31,2.9,2.15,,
12-Aug-02,14.43,2.93,2.13,,
13-Aug-02,14.52,2.95,2.12,,
14-Aug-02,14.43,2.93,2.16,,
16-Aug-02,14.57,2.96,2.16,,
19-Aug-02,14.58,2.96,2.16,,
20-Aug-02,14.71,2.99,2.14,,
21-Aug-02,14.71,2.98,2.14,,
22-Aug-02,14.66,2.98,2.04,,
23-Aug-02,14.81,3.01,2.02,,
26-Aug-02,14.86,3.02,1.98,,
27-Aug-02,14.7,2.99,2.01,,
28-Aug-02,14.67,2.98,2.01,,
29-Aug-02,14.69,2.99,2.02,,
30-Aug-02,15.04,3.06,1.95,,
2-Sep-02,15.08,3.07,1.95,,
3-Sep-02,14.9,3.03,1.97,,
4-Sep-02,14.98,3.05,1.94,,
5-Sep-02,15.01,3.05,1.97,,
6-Sep-02,14.81,3.01,1.96,,
9-Sep-02,14.86,3.02,1.84,,
11-Sep-02,14.86,3.02,1.84,,
12-Sep-02,14.9,2.5,2.15,,
13-Sep-02,14.76,2.48,2.17,,
16-Sep-02,14.67,2.46,2.18,,
17-Sep-02,14.8,2.48,2.16,,
18-Sep-02,14.63,2.45,2.18,,
19-Sep-02,14.52,2.44,2.2,,
20-Sep-02,14.43,2.42,2.22,,
23-Sep-02,14.44,2.42,2.21,,
24-Sep-02,14.38,2.41,2.22,,
25-Sep-02,14.43,2.42,2.22,,
26-Sep-02,14.43,2.42,2.22,,
27-Sep-02,14.53,2.44,2.2,,
30-Sep-02,14.33,2.4,2.23,,
1-Oct-02,14.21,2.38,2.25,,
3-Oct-02,14.11,2.37,2.27,,
4-Oct-02,14.11,2.37,2.27,,
7-Oct-02,14.21,2.38,2.25,,
8-Oct-02,14.3,2.4,2.24,,
9-Oct-02,14.21,2.38,2.25,,
10-Oct-02,14.22,2.38,2.25,,
11-Oct-02,14.4,2.42,2.22,,
14-Oct-02,14.42,2.42,2.22,,
16-Oct-02,14.44,2.42,2.21,,
17-Oct-02,14.44,2.42,2.21,,
18-Oct-02,14.41,2.42,2.22,,
21-Oct-02,14.35,2.41,2.23,,
22-Oct-02,14.28,2.39,2.24,,
23-Oct-02,14.2,2.38,2.25,,
24-Oct-02,14.05,2.36,2.28,,
25-Oct-02,13.83,2.32,2.31,,
28-Oct-02,14.03,2.35,2.28,,
29-Oct-02,14.25,2.39,2.24,,
30-Oct-02,14.26,2.39,2.24,,
31-Oct-02,14.47,2.43,2.21,,
1-Nov-02,14.47,2.43,2.21,,
4-Nov-02,14.63,2.45,2.19,,
5-Nov-02,14.63,2.45,2.19,,
7-Nov-02,14.61,2.45,2.19,,
8-Nov-02,14.55,2.44,2.2,,
11-Nov-02,14.51,2.43,2.2,,
12-Nov-02,14.6,2.45,2.19,,
13-Nov-02,14.64,2.46,2.18,,
14-Nov-02,14.78,2.48,2.16,,
15-Nov-02,15.06,2.53,2.12,,
18-Nov-02,15.16,2.54,2.11,,
20-Nov-02,15.23,2.55,2.1,,
21-Nov-02,15.34,2.57,2.08,,
22-Nov-02,13.84,2.23,2.57,,
25-Nov-02,13.92,2.24,2.55,,
26-Nov-02,14.05,2.27,2.53,,
27-Nov-02,13.98,2.26,2.54,,
28-Nov-02,14.24,2.3,2.5,,
29-Nov-02,14.24,2.3,2.49,,
2-Dec-02,14.48,2.34,2.45,,
3-Dec-02,14.31,2.31,2.48,,
4-Dec-02,14.06,2.27,2.53,,
5-Dec-02,14.19,2.29,2.5,,
6-Dec-02,14.51,2.34,2.45,,
9-Dec-02,14.36,2.32,2.47,,
10-Dec-02,14.43,2.33,2.46,,
11-Dec-02,14.51,2.34,2.45,,
12-Dec-02,14.61,2.36,2.43,,
13-Dec-02,14.73,2.38,2.41,,
16-Dec-02,14.63,2.36,2.43,,
17-Dec-02,14.56,2.35,2.44,,
18-Dec-02,14.62,2.36,2.43,,
19-Dec-02,14.59,2.35,2.43,,
20-Dec-02,14.64,2.36,2.43,,
23-Dec-02,14.59,2.35,2.43,,
24-Dec-02,14.72,2.37,2.41,,
26-Dec-02,14.85,2.39,2.39,,
27-Dec-02,14.9,2.4,2.39,,
30-Dec-02,14.81,2.39,2.4,,
31-Dec-02,14.83,2.39,2.4,,
1-Jan-03,14.92,2.41,2.38,,
2-Jan-03,14.82,2.39,2.4,,
3-Jan-03,14.78,2.38,2.4,,
6-Jan-03,14.71,2.37,2.42,,
7-Jan-03,14.67,2.37,2.42,,
8-Jan-03,14.77,2.38,2.41,,
9-Jan-03,14.88,2.4,2.39,,
10-Jan-03,14.65,2.36,2.43,,
13-Jan-03,14.56,2.35,2.44,,
14-Jan-03,14.63,2.36,2.43,,
15-Jan-03,14.72,2.37,2.41,,
16-Jan-03,14.76,2.38,2.41,,
17-Jan-03,14.74,2.38,2.41,,
20-Jan-03,14.6,2.35,2.43,,
21-Jan-03,14.62,2.36,2.43,,
22-Jan-03,14.69,2.37,2.42,,
23-Jan-03,14.52,2.34,2.45,,
24-Jan-03,14.32,2.31,2.48,,
27-Jan-03,14.07,2.27,2.52,,
28-Jan-03,14.19,2.29,2.5,,
29-Jan-03,14.07,2.27,2.53,,
30-Jan-03,14.03,2.26,2.53,,
31-Jan-03,14.13,2.28,2.51,,
3-Feb-03,14.31,2.31,2.48,,
4-Feb-03,14.31,2.31,2.48,,
5-Feb-03,14.21,2.29,2.5,,
6-Feb-03,14.42,2.33,2.46,,
7-Feb-03,14.34,2.31,2.48,,
10-Feb-03,14.22,2.29,2.5,,
11-Feb-03,14.21,2.29,2.5,,
12-Feb-03,14.17,2.28,2.51,,
14-Feb-03,14.05,2.27,2.53,,
17-Feb-03,14.35,2.31,2.48,,
18-Feb-03,14.37,2.32,2.47,,
19-Feb-03,14.43,2.33,2.46,,
20-Feb-03,14.45,2.33,2.46,,
21-Feb-03,14.46,2.33,2.46,,
24-Feb-03,14.51,2.34,2.45,,
25-Feb-03,14.32,2.31,2.48,,
26-Feb-03,14.24,2.3,2.5,,
27-Feb-03,14.28,2.3,2.49,,
28-Feb-03,14.42,2.33,2.46,,
3-Mar-03,14.36,2.32,2.47,,
4-Mar-03,14.24,2.3,2.5,,
5-Mar-03,14.16,2.28,2.51,,
6-Mar-03,14.03,2.26,2.53,,
7-Mar-03,13.84,2.23,2.57,,
10-Mar-03,13.7,2.21,2.59,,
11-Mar-03,13.81,2.23,2.57,,
12-Mar-03,13.63,2.2,2.61,,
13-Mar-03,13.6,2.19,2.61,,
17-Mar-03,13.51,2.18,2.63,,
19-Mar-03,13.71,2.2,2.85,,
20-Mar-03,14,2.25,2.79,,
21-Mar-03,14.08,2.26,2.78,,
22-Mar-03,14.17,2.28,2.76,,
24-Mar-03,13.85,2.23,2.83,,
25-Mar-03,13.81,2.22,2.83,,
26-Mar-03,13.85,2.23,2.83,,
27-Mar-03,13.69,2.2,2.86,,
28-Mar-03,13.67,2.2,2.86,,
31-Mar-03,13.36,2.15,2.93,,
1-Apr-03,13.44,2.16,2.91,,
2-Apr-03,13.65,2.19,2.87,,
3-Apr-03,13.78,2.22,2.84,,
4-Apr-03,13.89,2.23,2.82,,
7-Apr-03,14.09,2.26,2.78,,
8-Apr-03,13.91,2.24,2.81,,
9-Apr-03,13.73,2.21,2.85,,
10-Apr-03,13.14,2.11,2.98,,
11-Apr-03,12.97,2.09,3.02,,
15-Apr-03,12.99,2.09,3.01,,
16-Apr-03,13.09,2.1,2.99,,
17-Apr-03,12.85,2.07,3.04,,
21-Apr-03,12.94,2.08,3.02,,
22-Apr-03,12.89,2.07,3.04,,
23-Apr-03,12.76,2.05,3.07,,
24-Apr-03,12.7,2.04,3.08,,
25-Apr-03,12.63,2.03,3.1,,
28-Apr-03,12.7,2.04,3.08,,
29-Apr-03,12.73,2.05,3.07,,
30-Apr-03,13.14,2.11,2.98,,
2-May-03,10.86,2.02,3.17,,
5-May-03,10.94,2.04,3.15,,
6-May-03,11.02,2.05,3.12,,
7-May-03,11,2.05,3.13,,
8-May-03,10.9,2.03,3.16,,
9-May-03,10.86,2.02,3.17,,
12-May-03,10.84,2.02,3.18,,
13-May-03,10.93,2.03,3.15,,
14-May-03,11.02,2.05,3.12,,
15-May-03,11.11,2.07,3.1,,
16-May-03,11.26,2.1,3.06,,
19-May-03,11.19,2.08,3.08,,
20-May-03,11.25,2.09,3.06,,
21-May-03,11.21,2.09,3.07,,
22-May-03,11.15,2.08,3.09,,
23-May-03,11.2,2.09,3.07,,
26-May-03,11.37,2.12,3.03,,
27-May-03,11.47,2.13,3,,
28-May-03,11.31,2.1,3.04,,
29-May-03,11.61,2.16,2.97,,
30-May-03,11.65,2.17,2.95,,
2-Jun-03,11.59,2.19,2.93,,
3-Jun-03,11.54,2.18,2.94,,
4-Jun-03,11.66,2.2,2.91,,
5-Jun-03,11.82,2.23,2.87,,
6-Jun-03,11.95,2.25,2.84,,
9-Jun-03,12.01,2.27,2.83,,
10-Jun-03,11.85,2.24,2.87,,
11-Jun-03,11.92,2.25,2.85,,
12-Jun-03,12,2.27,2.83,,
13-Jun-03,12.06,2.28,2.82,,
16-Jun-03,12.01,2.27,2.83,,
17-Jun-03,12.35,2.33,2.75,,
18-Jun-03,12.41,2.34,2.74,,
19-Jun-03,12.47,2.35,2.72,,
20-Jun-03,12.56,2.37,2.7,,
23-Jun-03,12.44,2.35,2.73,,
24-Jun-03,12.39,2.34,2.74,,
25-Jun-03,12.64,2.38,2.69,,
26-Jun-03,12.75,2.41,2.66,,
27-Jun-03,12.85,2.42,2.64,,
30-Jun-03,12.95,2.44,2.62,,
1-Jul-03,12.32,2.44,2.33,,
2-Jul-03,12.35,2.44,2.33,,
3-Jul-03,12.47,2.47,2.31,,
4-Jul-03,12.4,2.45,2.32,,
7-Jul-03,12.43,2.46,2.31,,
8-Jul-03,12.49,2.47,2.3,,
9-Jul-03,12.43,2.46,2.31,,
10-Jul-03,12.66,2.5,2.27,,
11-Jul-03,12.66,2.5,2.27,,
14-Jul-03,12.76,2.52,2.25,,
15-Jul-03,12.64,2.5,2.27,,
16-Jul-03,12.73,2.52,2.26,,
17-Jul-03,12.55,2.48,2.29,,
18-Jul-03,12.42,2.46,2.31,,
21-Jul-03,12.16,2.4,2.36,,
22-Jul-03,12,2.39,2.38,,
23-Jul-03,12.1,2.41,2.36,,
24-Jul-03,12.32,2.45,2.32,,
25-Jul-03,12.58,2.51,2.27,,
28-Jul-03,12.65,2.52,2.26,,
29-Jul-03,12.71,2.53,2.25,,
30-Jul-03,12.81,2.55,2.23,,
31-Jul-03,12.84,2.55,2.23,,
1-Aug-03,12.95,2.58,2.21,,
4-Aug-03,13.26,2.59,2.17,,
5-Aug-03,13.05,2.55,2.21,,
6-Aug-03,12.9,2.52,2.23,,
7-Aug-03,13.19,2.57,2.19,,
8-Aug-03,13.47,2.63,2.14,,
11-Aug-03,13.58,2.65,2.12,,
12-Aug-03,13.61,2.65,2.12,,
13-Aug-03,13.74,2.68,2.1,,
14-Aug-03,13.75,2.68,2.1,,
18-Aug-03,14.12,2.76,2.04,,
19-Aug-03,14.08,2.75,2.05,,
20-Aug-03,14.19,2.77,2.03,,
21-Aug-03,14.33,2.8,2.01,,
22-Aug-03,14.45,2.82,1.99,,
25-Aug-03,14.01,2.73,2.06,,
26-Aug-03,14.52,2.83,1.98,,
27-Aug-03,14.77,2.88,1.95,,
28-Aug-03,14.78,2.88,1.95,,
29-Aug-03,14.95,2.92,1.93,,
1-Sep-03,15.16,2.96,1.9,,
2-Sep-03,15.27,2.98,1.89,,
3-Sep-03,14.98,2.92,1.92,,
4-Sep-03,15.13,2.95,1.91,,
5-Sep-03,15.41,3.01,1.87,,
8-Sep-03,15.62,3.05,1.85,,
9-Sep-03,15.5,3.03,1.86,,
10-Sep-03,15.53,3.03,1.86,,
11-Sep-03,15.46,3.02,1.86,,
12-Sep-03,15.12,2.95,1.91,,
15-Sep-03,14.65,2.86,1.97,,
16-Sep-03,14.96,2.92,1.93,,
17-Sep-03,14.78,2.88,1.95,,
18-Sep-03,14.35,2.8,2.01,,
19-Sep-03,14.57,2.84,1.98,,
22-Sep-03,14.36,2.8,2.01,,
23-Sep-03,14.64,2.86,1.97,,
24-Sep-03,15.12,2.95,1.91,,
25-Sep-03,14.95,2.92,1.93,,
26-Sep-03,15.28,2.98,1.89,,
29-Sep-03,15.43,3.01,1.87,,
30-Sep-03,15.61,3.05,1.85,,
1-Oct-03,15.66,3.06,1.84,,
3-Oct-03,15.97,3.12,1.8,,
6-Oct-03,16.3,3.18,1.77,,
7-Oct-03,16.28,3.18,1.77,,
8-Oct-03,16.29,3.18,1.77,,
9-Oct-03,16.55,3.23,1.84,,
10-Oct-03,16.78,3.28,1.81,,
13-Oct-03,17.04,3.33,1.78,,
14-Oct-03,16.76,3.27,1.81,,
15-Oct-03,16.94,3.3,1.79,,
16-Oct-03,17.14,3.35,1.77,,
17-Oct-03,17.29,3.37,1.76,,
20-Oct-03,17,3.32,1.79,,
21-Oct-03,16.6,3.24,1.83,,
22-Oct-03,16.46,3.21,1.85,,
23-Oct-03,16.21,3.16,1.87,,
24-Oct-03,16.6,3.24,1.83,,
25-Oct-03,16.78,3.27,1.81,,
27-Oct-03,16.37,3.19,1.86,,
28-Oct-03,16.33,3.19,1.86,,
29-Oct-03,16.52,3.22,1.84,,
30-Oct-03,16.72,3.26,1.82,,
31-Oct-03,17.15,3.35,1.77,,
3-Nov-03,17.65,3.45,1.72,,
4-Nov-03,17.84,3.48,1.7,,
5-Nov-03,17.74,3.46,1.71,,
6-Nov-03,17.77,3.47,1.71,,
7-Nov-03,17.55,3.42,1.73,,
10-Nov-03,17.58,3.43,1.73,,
11-Nov-03,17.65,3.44,1.72,,
12-Nov-03,17.68,3.45,1.72,,
13-Nov-03,17.42,3.4,1.74,,
14-Nov-03,17.09,3.34,1.78,,
15-Nov-03,17.23,3.36,1.76,,
17-Nov-03,17.42,3.4,1.74,,
18-Nov-03,17.24,3.37,1.76,,
19-Nov-03,16.98,3.31,1.79,,
20-Nov-03,16.78,3.27,1.81,,
21-Nov-03,16.98,3.31,1.79,,
24-Nov-03,17.02,3.32,1.79,,
25-Nov-03,17.29,3.37,1.76,,
27-Nov-03,17.62,3.44,1.72,,
28-Nov-03,17.81,3.47,1.71,,
1-Dec-03,18.27,3.57,1.66,,
2-Dec-03,18.29,3.57,1.66,,
3-Dec-03,18.42,3.59,1.65,,
4-Dec-03,18.47,3.6,1.65,,
5-Dec-03,18.15,3.54,1.67,,
8-Dec-03,18.15,3.54,1.67,,
9-Dec-03,18.48,3.61,1.64,,
10-Dec-03,18.6,3.63,1.63,,
11-Dec-03,18.69,3.65,1.63,,
12-Dec-03,18.73,3.66,1.62,,
15-Dec-03,19.01,3.71,1.6,,
16-Dec-03,19.15,3.74,1.59,,
17-Dec-03,19.11,3.73,1.59,,
18-Dec-03,19.37,3.78,1.57,,
19-Dec-03,19.61,3.83,1.55,,
22-Dec-03,19.73,3.85,1.54,,
23-Dec-03,19.63,3.83,1.55,,
24-Dec-03,19.95,3.89,1.52,,
26-Dec-03,20.26,3.95,1.5,,
29-Dec-03,20.67,4.03,1.47,,
30-Dec-03,20.66,4.03,1.47,,
31-Dec-03,20.73,4.05,1.47,,
1-Jan-04,21.09,4.12,1.44,,
2-Jan-04,21.46,4.19,1.42,,
5-Jan-04,21.56,4.21,1.41,,
6-Jan-04,21.25,4.15,1.43,,
7-Jan-04,21.14,4.12,1.44,,
8-Jan-04,21.71,4.24,1.4,,
9-Jan-04,21.75,4.24,1.4,,
12-Jan-04,21.46,4.19,1.42,,
13-Jan-04,21.66,4.23,1.4,,
14-Jan-04,21.86,4.27,1.39,,
15-Jan-04,21.44,4.18,1.42,,
16-Jan-04,20.96,4.09,1.45,,
19-Jan-04,21.35,4.17,1.42,,
20-Jan-04,20.88,4.07,1.46,,
21-Jan-04,20.13,3.93,1.51,,
22-Jan-04,19.53,3.81,1.56,,
23-Jan-04,20.38,3.98,1.49,,
27-Jan-04,21.01,4.1,1.45,,
28-Jan-04,20.55,4.01,1.48,,
29-Jan-04,20.34,3.97,1.49,,
30-Jan-04,19.96,3.9,1.52,,
3-Feb-04,19.55,3.81,1.55,,
4-Feb-04,20.14,3.93,1.51,,
5-Feb-04,19.94,3.89,1.52,,
6-Feb-04,20.27,3.95,1.5,,
9-Feb-04,20.78,4.06,1.46,,
10-Feb-04,20.79,4.06,1.46,,
11-Feb-04,20.71,4.08,1.45,,
12-Feb-04,20.64,4.07,1.46,,
13-Feb-04,20.95,4.13,1.44,,
16-Feb-04,20.98,4.13,1.43,,
17-Feb-04,21.05,4.15,1.43,,
18-Feb-04,21.01,4.14,1.43,,
19-Feb-04,20.38,4.01,1.48,,
20-Feb-04,20.31,4,1.48,,
23-Feb-04,19.83,3.91,1.52,,
24-Feb-04,19.97,3.93,1.51,,
25-Feb-04,19.6,3.86,1.54,,
26-Feb-04,19.37,3.81,1.55,,
27-Feb-04,19.74,3.89,1.52,,
1-Mar-04,21.57,4.26,1.39,,
3-Mar-04,21.72,3.67,1.38,,
4-Mar-04,21.53,3.64,1.39,,
5-Mar-04,21.81,3.68,1.37,,
8-Mar-04,22.01,3.72,1.36,,
9-Mar-04,21.79,3.68,1.38,,
10-Mar-04,21.54,3.64,1.39,,
11-Mar-04,21.08,3.56,1.42,,
12-Mar-04,21.16,3.58,1.42,,
15-Mar-04,20.59,3.48,1.46,,
16-Mar-04,20.43,3.45,1.79,,
17-Mar-04,20.44,3.45,1.79,,
18-Mar-04,20.05,3.39,1.82,,
19-Mar-04,20.15,3.4,1.82,,
22-Mar-04,19.68,3.32,1.86,,
23-Mar-04,19.81,3.35,1.85,,
24-Mar-04,19.76,3.34,1.85,,
25-Mar-04,19.91,3.36,1.84,,
26-Mar-04,20.41,3.45,1.79,,
29-Mar-04,20.58,3.48,1.78,,
30-Mar-04,20.44,3.45,1.79,,
31-Mar-04,20.7,3.5,1.77,,
1-Apr-04,21.27,3.59,1.72,,
2-Apr-04,21.53,3.64,1.7,,
5-Apr-04,21.71,3.67,1.69,,
6-Apr-04,21.64,3.66,1.69,,
7-Apr-04,21.61,3.65,1.69,,
8-Apr-04,21.67,3.66,1.69,,
12-Apr-04,19.04,3.61,1.95,,
13-Apr-04,19.46,3.69,1.9,,
15-Apr-04,19.29,3.65,1.92,,
16-Apr-04,19.36,3.67,1.91,,
17-Apr-04,19.35,3.67,1.91,,
19-Apr-04,19.1,3.62,1.94,,
20-Apr-04,19.11,3.62,1.94,,
21-Apr-04,19.41,3.68,1.91,,
22-Apr-04,19.58,3.71,1.89,,
23-Apr-04,19.68,3.73,1.88,,
27-Apr-04,18.9,3.58,1.96,,
28-Apr-04,18.89,3.58,1.96,,
29-Apr-04,18.82,3.56,1.97,,
30-Apr-04,18.68,3.54,1.98,,
3-May-04,16.62,3.48,2.02,,
4-May-04,16.87,3.53,1.96,,
5-May-04,16.86,3.57,1.94,,
6-May-04,17.04,3.61,2,,
7-May-04,16.77,3.56,2.03,,
10-May-04,16.38,3.49,2.07,,
11-May-04,15.74,3.35,2.16,,
12-May-04,15.86,3.37,2.14,,
13-May-04,15.91,3.39,2.14,,
14-May-04,14.66,3.12,2.32,,
17-May-04,12.87,2.74,2.64,,
18-May-04,13.94,2.97,2.44,,
19-May-04,14.41,3.09,2.34,,
20-May-04,13.99,3.04,2.38,,
21-May-04,14.14,3.08,2.35,,
24-May-04,13.9,3.15,2.3,,
25-May-04,13.88,3.14,2.3,,
26-May-04,13.75,3.13,2.41,,
27-May-04,13.65,3.1,2.42,,
28-May-04,12.98,2.95,2.55,,
31-May-04,11.94,2.84,2.59,,
1-Jun-04,12.14,2.89,2.55,,
2-Jun-04,12.36,2.94,2.51,,
3-Jun-04,12.04,2.87,2.57,,
4-Jun-04,12.25,2.92,2.53,,
7-Jun-04,12.42,2.96,2.49,,
8-Jun-04,12.48,2.97,2.48,,
9-Jun-04,12.47,2.97,2.48,,
10-Jun-04,12.44,2.96,2.49,,
11-Jun-04,12.14,2.89,2.55,,
14-Jun-04,11.84,2.84,2.62,,
15-Jun-04,12,2.88,2.58,,
16-Jun-04,12.01,2.87,2.59,,
17-Jun-04,12.15,2.9,2.56,,
18-Jun-04,11.98,2.86,2.6,,
21-Jun-04,11.91,2.84,2.62,,
22-Jun-04,11.85,2.83,2.63,,
23-Jun-04,11.62,2.77,2.68,,
24-Jun-04,11.82,2.82,2.64,,
25-Jun-04,11.96,2.85,2.6,,
28-Jun-04,12.71,2.84,2.57,,
29-Jun-04,12.74,2.85,2.57,,
30-Jun-04,12.64,2.83,2.59,,
1-Jul-04,12.9,2.89,2.54,,
2-Jul-04,12.9,2.89,2.54,,
5-Jul-04,12.72,2.87,2.57,,
6-Jul-04,12.98,2.93,2.52,,
7-Jul-04,13.05,2.94,2.5,,
8-Jul-04,12.64,2.85,2.58,,
9-Jul-04,12.94,2.92,2.53,,
12-Jul-04,12.97,2.83,2.53,,
13-Jul-04,12.82,2.8,2.56,,
14-Jul-04,12.68,2.77,2.59,,
15-Jul-04,12.82,2.8,2.56,,
16-Jul-04,12.98,2.83,2.53,,
19-Jul-04,13.09,2.86,2.53,,
20-Jul-04,13.05,2.85,2.54,,
21-Jul-04,13.17,2.88,2.52,,
22-Jul-04,13.31,2.91,2.49,,
23-Jul-04,13.34,2.91,2.49,,
26-Jul-04,13.51,2.95,2.47,,
27-Jul-04,13.37,2.92,2.5,,
28-Jul-04,13.31,2.91,2.51,,
29-Jul-04,13.52,2.93,2.47,,
30-Jul-04,13.63,2.95,2.45,,
2-Aug-04,13.69,2.96,2.41,,
3-Aug-04,13.62,2.95,2.43,,
4-Aug-04,13.58,2.94,2.43,,
5-Aug-04,13.82,2.99,2.39,,
6-Aug-04,13.64,2.95,2.42,,
9-Aug-04,13.72,2.97,2.41,,
10-Aug-04,13.8,2.99,2.4,,
11-Aug-04,13.55,2.93,2.44,,
12-Aug-04,13.43,2.91,2.46,,
13-Aug-04,13.36,2.89,2.47,,
16-Aug-04,13.36,2.89,2.46,,
17-Aug-04,13.41,2.9,2.45,,
18-Aug-04,13.22,2.86,2.48,,
19-Aug-04,13.45,2.91,2.44,,
20-Aug-04,13.29,2.87,2.47,,
23-Aug-04,13.19,2.85,2.49,,
24-Aug-04,13.3,2.88,2.47,,
25-Aug-04,13.34,2.88,2.47,,
26-Aug-04,13.46,2.91,2.44,,
27-Aug-04,13.45,2.91,2.45,,
30-Aug-04,13.61,2.94,2.41,,
31-Aug-04,13.64,2.95,2.4,,
1-Sep-04,13.67,2.96,2.4,,
2-Sep-04,13.62,2.94,2.41,,
3-Sep-04,13.66,2.95,2.4,,
6-Sep-04,13.74,2.97,2.34,,
7-Sep-04,13.79,2.98,2.33,,
8-Sep-04,13.84,2.99,2.32,,
9-Sep-04,13.78,2.98,2.33,,
10-Sep-04,13.95,3.02,2.3,,
13-Sep-04,14,3.03,2.29,,
14-Sep-04,14.09,3.05,2.28,,
15-Sep-04,14.07,3.04,2.28,,
16-Sep-04,14.25,3.08,2.25,,
17-Sep-04,14.49,3.13,2.21,,
20-Sep-04,14.45,3.13,2.22,,
21-Sep-04,14.63,3.16,2.19,,
22-Sep-04,14.66,3.17,2.19,,
23-Sep-04,14.42,3.12,2.22,,
24-Sep-04,14.39,3.11,2.23,,
27-Sep-04,14.35,3.1,2.22,,
28-Sep-04,14.21,3.07,2.24,,
29-Sep-04,14.44,3.12,2.21,,
30-Sep-04,14.59,3.16,2.18,,
1-Oct-04,14.84,3.21,2.15,,
4-Oct-04,15.09,3.11,2.11,,
5-Oct-04,15.15,3.13,2.1,,
6-Oct-04,15,3.1,2.12,,
7-Oct-04,15.17,3.13,2.1,,
8-Oct-04,15.21,3.14,2.09,,
9-Oct-04,15.19,3.14,2.1,,
11-Oct-04,15.11,3.12,2.11,,
12-Oct-04,14.93,3.08,2.13,,
14-Oct-04,15,3.1,2.12,,
15-Oct-04,15,3.1,2.12,,
18-Oct-04,14.93,3.08,2.13,,
19-Oct-04,15.11,3.12,2.11,,
20-Oct-04,14.96,3.09,2.13,,
21-Oct-04,14.87,3.07,2.14,,
25-Oct-04,14.69,3.03,2.17,,
26-Oct-04,14.89,3.07,2.14,,
27-Oct-04,14.91,3.08,2.14,,
28-Oct-04,15.04,3.1,2.12,,
29-Oct-04,14.93,3.08,2.14,,
1-Nov-04,15.03,3.1,2.13,,
2-Nov-04,15.16,3.13,2.11,,
3-Nov-04,15.36,3.17,2.09,,
4-Nov-04,15.34,3.17,2.09,,
5-Nov-04,15.48,3.2,2.07,,
8-Nov-04,15.57,3.21,2.02,,
9-Nov-04,15.54,3.21,2.02,,
10-Nov-04,15.68,3.24,2,,
11-Nov-04,15.64,3.23,2.01,,
12-Nov-04,15.66,3.23,2.01,,
16-Nov-04,15.71,3.24,2,,
17-Nov-04,15.79,3.26,1.99,,
18-Nov-04,15.82,3.26,1.99,,
19-Nov-04,15.65,3.23,2.01,,
22-Nov-04,15.66,3.23,2.01,,
23-Nov-04,15.84,3.27,1.98,,
24-Nov-04,15.93,3.29,1.97,,
25-Nov-04,15.91,3.28,1.97,,
29-Nov-04,16.23,3.35,1.93,,
30-Nov-04,16.39,3.38,1.92,,
1-Dec-04,16.42,3.39,1.91,,
2-Dec-04,16.73,3.45,1.88,,
3-Dec-04,16.71,3.45,1.88,,
6-Dec-04,16.68,3.44,1.88,,
7-Dec-04,16.68,3.44,1.88,,
8-Dec-04,16.56,3.42,1.9,,
9-Dec-04,16.66,3.44,1.88,,
10-Dec-04,16.54,3.41,1.92,,
13-Dec-04,16.68,3.44,1.91,,
14-Dec-04,16.86,3.47,1.89,,
15-Dec-04,17.04,3.51,1.87,,
16-Dec-04,17.08,3.52,1.87,,
17-Dec-04,16.91,3.48,1.89,,
20-Dec-04,14.92,3.51,1.87,,
21-Dec-04,15.05,3.54,1.85,,
22-Dec-04,14.98,3.53,1.86,,
23-Dec-04,15.06,3.55,1.85,,
24-Dec-04,15.19,3.58,1.84,,
27-Dec-04,15.19,3.58,1.84,,
28-Dec-04,15.25,3.59,1.84,,
29-Dec-04,15.24,3.59,1.84,,
30-Dec-04,15.17,3.57,1.85,,
31-Dec-04,15.32,3.61,1.83,,
3-Jan-05,15.57,3.67,1.89,,
4-Jan-05,15.49,3.65,1.9,,
5-Jan-05,14.96,3.52,1.97,,
6-Jan-05,14.71,3.47,2,,
7-Jan-05,14.84,3.49,1.98,,
10-Jan-05,14.58,3.44,2.02,,
11-Jan-05,14.37,3.39,2.05,,
12-Jan-05,14.05,3.32,2.09,,
13-Jan-05,14.35,3.39,2.05,,
14-Jan-05,14.18,3.35,2.07,,
17-Jan-05,14.17,3.35,2.07,,
18-Jan-05,14.19,3.36,2.07,,
19-Jan-05,14.12,3.34,2.07,,
20-Jan-05,14.09,3.34,2.08,,
24-Jan-05,13.6,3.31,2.09,,
25-Jan-05,13.74,3.35,2.07,,
27-Jan-05,13.84,3.39,2.04,,
28-Jan-05,14.34,3.49,1.99,,
31-Jan-05,14.68,3.57,1.94,,
1-Feb-05,14.34,3.58,1.94,,
2-Feb-05,14.24,3.56,1.95,,
3-Feb-05,14.42,3.61,1.92,,
4-Feb-05,14.41,3.61,1.92,,
7-Feb-05,14.26,3.57,2.02,,
